0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,0,0,0,0,0,0,0,,,0,0
Australia,18,16,5,2,3,0,139,609,55.36,105.91,11,0
Bangladesh,5,3,0,0,0,0,44,91,30.33,77.12,1,0
England,4,3,2,0,2,0,71*,138,138.00,123.21,3,0
India,19,19,3,0,1,4,56*,332,20.75,91.21,9,0
Ireland,2,2,1,0,0,0,46*,60,60.00,153.85,1,0
New Zealand,13,13,1,0,0,0,49,270,22.50,95.74,4,0
Pakistan,22,20,4,0,2,2,75*,407,25.44,77.82,10,0
Sri Lanka,20,17,7,1,2,1,117*,477,47.70,98.76,10,0
United Arab Emirates,1,1,0,0,0,0,49,49,49.00,102.08,0,0
West Indies,12,9,4,1,1,0,130*,335,67.00,112.04,4,0
Zimbabwe,9,7,4,1,1,1,138*,290,96.67,137.44,6,0
Overall (12),126,110,31,5,12,8,139,3058,38.71,100.13,59,0
