0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,1,0,0,0,14*,14,,87.50,4,0
Bay Oval,2,2,0,1,0,0,102,106,53.00,97.25,1,0
Bellerive Oval,2,2,0,0,0,0,24,38,19.00,88.37,0,0
Brisbane Cricket Ground,1,1,1,0,0,0,22*,22,,78.57,2,0
Castle Avenue,1,1,0,0,0,1,0,0,0.00,,1,0
County Ground (Bristol),1,1,0,0,0,0,9,9,9.00,36.00,0,0
Dubai International Cricket Stadium,2,2,0,0,0,0,16,27,13.50,56.25,2,0
Eden Gardens,1,1,0,0,0,1,0,0,0.00,,0,0
Edgbaston,2,2,0,0,0,0,37,56,28.00,75.68,0,0
Harare Sports Club,2,2,0,0,0,0,21,25,12.50,65.79,1,0
Headingley,2,2,0,0,0,0,18,20,10.00,100.00,5,0
Kennington Oval,6,6,2,0,1,0,52,154,38.50,95.65,2,0
Khan Shaheb Osman Ali Stadium,2,2,0,0,1,0,64,78,39.00,72.90,1,0
Kingsmead,1,0,0,0,0,0,0,0,,,0,0
Lord's,1,1,0,0,0,0,19,19,19.00,126.67,0,0
Mahinda Rajapaksha International Cricket Stadium,5,5,1,1,0,1,116,213,53.25,109.23,1,0
Pallekele International Cricket Stadium,8,8,0,0,4,1,68,273,34.13,121.33,5,0
Queen's Park Oval,1,1,0,0,0,0,2,2,2.00,50.00,0,0
Queens Sports Club,3,2,0,0,0,0,14,21,10.50,105.00,0,0
R Premadasa Stadium,15,15,0,1,3,1,111,521,34.73,95.07,10,2
Rajiv Gandhi International Stadium,1,1,0,0,0,0,4,4,4.00,66.67,0,0
Rangiri Dambulla International Stadium,7,6,0,0,1,0,81,166,27.67,82.18,1,1
Riverside Ground,2,2,0,0,1,0,64,94,47.00,110.59,2,0
Sabina Park,1,0,0,0,0,0,0,0,,,0,0
Sardar Patel Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Saxton Oval,1,1,0,0,0,0,43,43,43.00,87.76,0,0
Sharjah Cricket Stadium,2,2,0,0,1,0,64,71,35.50,87.65,0,0
Sheikh Zayed Stadium,3,3,0,0,0,0,47,72,24.00,109.09,0,0
Shere Bangla National Stadium,9,9,0,1,1,1,106,339,37.67,89.21,1,0
Sophia Gardens,5,5,0,0,1,1,78,117,23.40,90.70,2,0
SuperSport Park,1,1,0,0,0,0,8,8,8.00,34.78,0,0
Sydney Cricket Ground,2,1,0,0,0,0,3,3,3.00,30.00,0,0
The Village,2,2,0,1,0,0,135,167,83.50,100.60,1,0
Trent Bridge,1,1,0,0,0,0,24,24,24.00,104.35,1,0
Wanderers Stadium,1,1,0,0,0,0,33,33,33.00,91.67,0,0
Overall (35),98,93,5,5,14,8,135,2739,31.13,93.01,43,3
