0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,3,3,0,0,1,0,78,128,42.67,87.07,1,0
Australia,11,10,2,0,2,0,54,192,24.00,83.84,8,2
Bangladesh,12,12,1,2,1,1,111,445,40.45,91.75,6,1
England,16,15,0,0,1,2,59,252,16.80,74.56,10,0
India,9,8,1,0,1,2,64,139,19.86,83.73,3,0
Ireland,3,3,0,1,0,1,135,167,55.67,98.24,2,0
New Zealand,5,5,0,1,0,1,102,178,35.60,97.27,1,0
Pakistan,12,12,0,1,2,1,116,428,35.67,105.42,3,0
Scotland,1,1,0,0,0,0,24,24,24.00,184.62,0,0
South Africa,15,14,1,0,2,0,81,384,29.54,95.05,2,0
West Indies,6,6,0,0,3,0,99,238,39.67,106.25,7,0
Zimbabwe,5,4,0,0,1,0,80,164,41.00,91.11,0,0
Overall (12),98,93,5,5,14,8,135,2739,31.13,93.01,43,3
