0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
ICC Global Cricket Academy,2,2,0,0,0,0,8,12,6.00,66.67,0,0
Overall (1),2,2,0,0,0,0,8,12,6.00,66.67,0,0
