0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Amini Park,2,2,0,0,1,0,91,92,46.00,71.32,2,1
Bellerive Oval,2,2,0,0,0,0,9,16,8.00,53.33,2,0
Bert Sutcliffe Oval,1,1,0,0,0,0,14,14,14.00,107.69,3,0
Bulawayo Athletic Club,2,2,0,0,0,0,18,20,10.00,62.50,1,0
Dubai International Cricket Stadium,4,4,0,0,0,0,24,29,7.25,54.72,9,1
Grange Cricket Club,11,8,0,0,1,0,55,209,26.13,80.38,10,0
Hagley Oval,3,3,0,0,1,0,55,82,27.33,78.10,8,1
Harare Sports Club,2,2,0,0,0,0,18,22,11.00,64.71,3,0
ICC Global Cricket Academy,6,5,1,1,0,0,107*,198,49.50,89.59,1,0
Mannofield Park,5,5,0,0,1,0,59,108,21.60,56.54,3,1
Mission Road,1,1,0,0,0,0,12,12,12.00,66.67,4,0
Queens Sports Club,2,2,0,1,0,0,114,127,63.50,83.01,2,0
Saxton Oval,1,1,0,0,0,0,20,20,20.00,142.86,1,0
Sheikh Zayed Stadium,2,2,0,0,0,0,44,67,33.50,73.63,4,0
The Village,3,3,0,0,0,0,9,14,4.67,53.85,7,0
University Oval,2,2,0,0,0,0,15,29,14.50,65.91,5,0
Overall (16),49,45,1,2,4,0,114,1059,24.07,74.89,65,4
