0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,0,61,1,0,1/61,61.00,60.00,6.10
AMI Stadium,35.5,3,237,6,0,3/37,39.50,35.83,6.61
Arun Jaitley Stadium,9.3,0,52,3,0,3/52,17.33,19.00,5.47
Basin Reserve,15.1,0,68,3,0,3/22,22.67,30.33,4.48
Bay Oval,25.0,1,173,3,0,2/50,57.67,50.00,6.92
Brisbane Cricket Ground,5.0,0,49,0,0,0/49,,,9.80
Cobham Oval (New),20.0,2,99,1,0,1/50,99.00,120.00,4.95
County Ground (Bristol),10.0,2,38,4,1,4/38,9.50,15.00,3.80
Dr YS Rajasekhara Reddy Cricket Stadium,10.0,0,56,0,0,0/56,,,5.60
Eden Park,81.4,3,514,7,0,3/48,73.43,70.00,6.29
Edgbaston,12.0,1,76,2,0,2/35,38.00,36.00,6.33
Green Park,10.0,0,66,2,0,2/66,33.00,30.00,6.60
Hagley Oval,34.5,4,186,5,0,2/43,37.20,41.80,5.34
Himachal Pradesh Cricket Association Stadium,9.0,0,57,0,0,0/57,,,6.33
JSCA International Stadium Complex,9.0,0,40,3,0,3/40,13.33,18.00,4.44
Kennington Oval,19.0,1,115,3,0,3/47,38.33,38.00,6.05
Lord's,19.0,2,86,6,0,3/37,14.33,19.00,4.53
M Chinnaswamy Stadium,10.0,0,64,1,0,1/64,64.00,60.00,6.40
MA Chidambaram Stadium,6.0,0,13,3,0,3/13,4.33,12.00,2.17
Maharashtra Cricket Association Stadium,9.0,1,60,1,0,1/60,60.00,54.00,6.67
Mahinda Rajapaksha International Cricket Stadium,12.3,2,50,4,0,3/18,12.50,18.75,4.00
Mannofield Park,10.0,0,34,3,0,3/22,11.33,20.00,3.40
Manuka Oval,10.0,0,63,2,0,2/63,31.50,30.00,6.30
McLean Park,86.3,2,522,5,0,2/52,104.40,103.80,6.03
Melbourne Cricket Ground,28.0,2,167,1,0,1/57,167.00,168.00,5.96
Pallekele International Cricket Stadium,19.0,1,91,4,0,3/25,22.75,28.50,4.79
Punjab Cricket Association IS Bindra Stadium,10.0,0,55,1,0,1/55,55.00,60.00,5.50
Queenstown Events Centre,9.4,0,43,2,0,2/33,21.50,29.00,4.45
R Premadasa Stadium,10.0,2,57,3,0,3/57,19.00,20.00,5.70
Rangiri Dambulla International Stadium,16.0,2,90,5,1,4/49,18.00,19.20,5.63
Riverside Ground,23.0,1,166,2,0,1/68,83.00,69.00,7.22
Sabina Park,17.0,2,92,3,0,3/55,30.67,34.00,5.41
Sardar Patel Stadium,9.2,3,29,3,0,3/29,9.67,18.67,3.11
Sawai Mansingh Stadium,5.0,0,33,0,0,0/33,,,6.60
Saxton Oval,57.0,6,305,9,0,3/59,33.89,38.00,5.35
Seddon Park,99.3,3,542,13,1,4/72,41.69,45.92,5.45
Sheikh Zayed Stadium,46.3,3,207,5,0,2/26,41.40,55.80,4.45
Shere Bangla National Stadium,57.0,4,254,5,0,3/34,50.80,68.40,4.46
Sophia Gardens,25.3,2,114,5,0,3/45,22.80,30.60,4.47
Sydney Cricket Ground,10.0,0,52,0,0,0/52,,,5.20
The Rose Bowl,8.2,1,44,3,0,3/44,14.67,16.67,5.28
Trent Bridge,19.0,0,135,1,0,1/70,135.00,114.00,7.11
University Oval,50.0,7,275,11,1,6/65,25.00,27.27,5.50
Vidarbha Cricket Association Stadium,10.0,2,45,1,0,1/45,45.00,60.00,4.50
WACA Ground,10.0,0,34,1,0,1/34,34.00,60.00,3.40
Wankhede Stadium,30.0,1,172,7,0,3/63,24.57,25.71,5.73
Warner Park,25.5,3,104,7,0,3/37,14.86,22.14,4.03
Westpac Stadium,85.3,3,448,25,3,7/33,17.92,20.52,5.24
Zahur Ahmed Chowdhury Stadium,10.0,0,40,1,0,1/40,40.00,60.00,4.00
Overall (49),1170.1,72,6373,186,7,7/33,34.26,37.75,5.45
