0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,10.0,0,43,0,0,0/43,,,4.30
Australia,159.1,5,936,15,1,4/36,62.40,63.67,5.88
Bangladesh,132.1,14,623,22,1,6/65,28.32,36.05,4.71
Canada,10.0,1,36,1,0,1/36,36.00,60.00,3.60
England,182.5,10,1055,36,2,7/33,29.31,30.47,5.77
India,157.0,6,971,26,2,4/49,37.35,36.23,6.18
Ireland,6.0,0,22,3,0,3/22,7.33,12.00,3.67
Kenya,6.0,0,13,3,0,3/13,4.33,12.00,2.17
Pakistan,142.1,8,689,25,1,5/33,27.56,34.12,4.85
Scotland,12.0,3,47,2,0,2/35,23.50,36.00,3.92
South Africa,100.3,3,586,9,0,2/47,65.11,67.00,5.83
Sri Lanka,115.1,7,654,23,0,3/18,28.43,30.04,5.68
West Indies,109.5,12,592,17,0,3/37,34.82,38.76,5.39
Zimbabwe,27.2,3,106,4,0,3/29,26.50,41.00,3.88
Overall (14),1170.1,72,6373,186,7,7/33,34.26,37.75,5.45
