0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,24/01/2017,Scotland,Dubai International Cricket Stadium,c †M H Cross b S M Sharif,14,19,73.68,,14,14.00,73.68
2,26/01/2017,Hong Kong,Dubai International Cricket Stadium,c Nadeem Ahmed b Ehsan Khan,5,12,41.67,,19,9.50,61.29
3,02/03/2017,Ireland,ICC Global Cricket Academy,c C A Young b G H Dockrell,5,9,55.56,,24,8.00,60.00
4,04/03/2017,Ireland,ICC Global Cricket Academy,c & b A R McBrine,1,4,25.00,,25,6.25,56.82
5,31/03/2017,Papua New Guinea,Sheikh Zayed Stadium,c A Nao b C A Soper,50,96,52.08,,75,15.00,53.57
6,02/04/2017,Papua New Guinea,Sheikh Zayed Stadium,lbw b A Vala,70,100,70.00,,145,24.17,60.42
7,04/04/2017,Papua New Guinea,Sheikh Zayed Stadium,c V V Morea b A Vala,12,9,133.33,,157,22.43,63.05
8,11/01/2018,Ireland,ICC Global Cricket Academy,c †N J O'Brien b K J O'Brien,21,39,53.85,,178,22.25,61.81
9,13/01/2018,Ireland,ICC Global Cricket Academy,b A R McBrine,18,44,40.91,,196,21.78,59.04
10,21/01/2018,Scotland,ICC Global Cricket Academy,run out,90,83,108.43,,286,28.60,68.92
11,23/01/2018,Scotland,ICC Global Cricket Academy,b M R J Watt,17,26,65.38,,303,27.55,68.71
12,04/03/2018,Papua New Guinea,Harare Sports Club,c †J N T Vare b A Nao,0,1,0.00,,303,25.25,68.55
13,06/03/2018,West Indies,Old Hararians Sports Club,c & b J O Holder,6,17,35.29,,309,23.77,67.32
14,12/03/2018,Ireland,Old Hararians Sports Club,c A R McBrine b W B Rankin,19,40,47.50,,328,23.43,65.73
15,20/03/2018,Afghanistan,Old Hararians Sports Club,c Mohammad Nabi b Dawlat Zadran,6,7,85.71,,334,22.27,66.01
16,22/03/2018,Zimbabwe,Harare Sports Club,b Sikandar Raza,40,62,64.52,,374,23.38,65.85
17,25/01/2019,Nepal,ICC Global Cricket Academy,c D S Airee b S Lamichhane,30,48,62.50,,404,23.76,65.58
18,26/01/2019,Nepal,ICC Global Cricket Academy,c Aarif Sheikh b Sompal Kami,2,5,40.00,,406,22.56,65.38
19,28/01/2019,Nepal,ICC Global Cricket Academy,lbw b S Lamichhane,18,50,36.00,,424,22.32,63.19
20,10/04/2019,Zimbabwe,Harare Sports Club,c †R W Chakabva b T L Chatara,2,12,16.67,,426,21.30,62.37
21,12/04/2019,Zimbabwe,Harare Sports Club,c S C Williams b D T Tiripano,56,88,63.64,,482,22.95,62.52
22,13/04/2019,Zimbabwe,Harare Sports Club,c sub b K M Jarvis,0,2,0.00,,482,21.91,62.35
23,16/04/2019,Zimbabwe,Harare Sports Club,b S C Williams,18,27,66.67,,500,21.74,62.50
No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,No. of Innings Played = 23,,
