0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,6.0,0,33,0,0,0/33,,,5.50
Arbab Niaz Stadium,8.0,0,46,0,0,0/46,,,5.75
Basin Reserve,10.0,3,19,1,0,1/19,19.00,60.00,1.90
Buffalo Park,10.0,2,32,2,0,2/32,16.00,30.00,3.20
Gaddafi Stadium,8.0,0,37,0,0,0/37,,,4.63
Iqbal Stadium,18.3,0,90,5,0,3/49,18.00,22.20,4.86
Kingsmead,16.0,4,53,2,0,2/22,26.50,48.00,3.31
Mangaung Oval,20.0,3,87,4,0,3/51,21.75,30.00,4.35
National Stadium (Karachi),10.0,2,39,1,0,1/39,39.00,60.00,3.90
Newlands,26.5,1,101,7,1,4/42,14.43,23.00,3.76
Rawalpindi Cricket Stadium,10.0,1,56,1,0,1/56,56.00,60.00,5.60
Seddon Park,8.0,1,28,0,0,0/28,,,3.50
St George's Park,17.0,3,49,2,0,2/24,24.50,51.00,2.88
SuperSport Park,14.1,0,85,4,0,3/46,21.25,21.25,6.00
Wanderers Stadium,19.3,1,55,4,0,2/26,13.75,29.25,2.82
Overall (15),202.0,21,810,33,1,4/42,24.55,36.73,4.01
