0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,3,3,1,0,1,1,50*,59,29.50,74.68,1,0
Bangladesh,3,3,0,0,0,1,7,9,3.00,34.62,0,0
England and Wales,8,7,2,0,2,1,75*,214,42.80,76.70,1,0
India,3,3,0,0,0,0,5,10,3.33,40.00,1,0
New Zealand,32,31,3,0,6,0,84,785,28.04,73.78,8,0
Pakistan,5,5,2,1,2,0,101*,243,81.00,80.46,3,0
South Africa,4,3,0,0,0,0,16,26,8.67,36.62,2,0
West Indies,3,3,1,0,1,0,50*,81,40.50,82.65,0,0
Zimbabwe,5,4,0,0,0,0,9,27,6.75,58.70,2,0
,,,,,,,,,,,,
