0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,1,0,0,0,9,10,10.00,47.62,0,0
AMI Stadium,1,1,0,0,0,1,0,0,0.00,,0,1
Basin Reserve,1,1,0,0,0,0,14,14,14.00,51.85,0,0
Brisbane Cricket Ground,2,2,0,0,0,0,15,17,8.50,50.00,3,1
Eden Park,1,1,0,0,0,0,3,3,3.00,27.27,0,0
Edgbaston,1,1,0,0,0,0,4,4,4.00,28.57,1,0
Headingley,1,0,0,0,0,0,0,0,,,2,0
Kennington Oval,1,1,1,0,0,0,14*,14,,116.67,2,0
Lord's,1,0,0,0,0,0,0,0,,,3,0
Melbourne Cricket Ground,1,1,0,0,0,0,3,3,3.00,100.00,0,0
Old Trafford,2,1,0,0,0,0,13,13,13.00,36.11,3,0
Sydney Cricket Ground,2,1,0,0,0,0,42,42,42.00,100.00,1,0
The Cooper Associates County Ground,1,1,0,0,0,0,35,35,35.00,87.50,0,1
WACA Ground,1,1,0,0,0,1,0,0,0.00,,0,0
Overall (14),18,14,2,0,0,2,42,155,12.92,63.79,15,3
