0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Castle Avenue,7.0,0,28,1,0,1/28,28.00,42.00,4.00
County Ground (Northampton),7.0,2,29,1,0,1/29,29.00,42.00,4.14
Eden Gardens,6.0,1,37,1,0,1/37,37.00,36.00,6.17
Grange Cricket Club,3.0,0,12,1,0,1/12,12.00,18.00,4.00
Gymkhana Club Ground,8.0,0,49,0,0,0/24,,,6.13
MA Aziz Stadium,3.0,0,21,0,0,0/4,,,7.00
R Premadasa Stadium,10.0,0,51,1,0,1/51,51.00,60.00,5.10
Riverside Ground,3.0,0,38,1,0,1/38,38.00,18.00,12.67
Sector 16 Stadium,9.0,0,43,0,0,0/43,,,4.78
Sharjah Cricket Stadium,24.0,0,147,5,0,2/39,29.40,28.80,6.13
Sinhalese Sports Club Ground,11.0,0,56,2,0,2/43,28.00,33.00,5.09
Overall (11),91.0,3,511,13,0,2/39,39.31,42.00,5.62
