0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
Second,5.0,0,14,2,0,2/6,7.00,15.00,2.80
Overall,5.0,0,14,2,0,2/6,7.00,15.00,2.80
