0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,3,2,1,0,0,0,25*,37,37.00,105.71,1,0
Bangladesh,8,8,3,0,1,0,58*,196,39.20,88.69,7,1
England and Wales,16,13,4,0,1,1,51*,169,18.78,71.31,11,1
India,21,16,6,0,3,2,79,423,42.30,74.21,13,2
Ireland,4,2,1,0,0,0,32*,51,51.00,108.51,5,1
New Zealand,2,2,1,0,0,1,38*,38,38.00,92.68,5,0
Scotland,1,1,0,0,0,0,14,14,14.00,53.85,0,0
South Africa,4,4,0,0,0,0,34,76,19.00,49.03,2,0
Sri Lanka,9,9,0,0,1,2,66,159,17.67,64.63,4,0
United Arab Emirates,6,5,2,0,0,0,44,146,48.67,71.22,2,0
West Indies,11,10,1,0,2,0,67,256,28.44,72.11,5,1
Zimbabwe,9,7,2,0,1,0,69,187,37.40,73.62,9,1
,,,,,,,,,,,,
