0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,24.0,0,92,1,0,1/16,92.00,144.00,3.83
AMI Stadium,4.0,0,19,0,0,0/19,,,4.75
Basin Reserve,8.0,0,30,0,0,0/30,,,3.75
Bellerive Oval,5.0,0,29,0,0,,,,5.80
Berri Oval,1.0,0,10,0,0,0/10,,,10.00
Brisbane Cricket Ground,6.4,0,40,1,0,1/40,40.00,40.00,6.00
Carisbrook,6.0,0,34,1,0,1/34,34.00,36.00,5.67
Eastern Oval,10.0,0,67,2,0,2/67,33.50,30.00,6.70
Eden Gardens,9.0,0,39,1,0,1/13,39.00,54.00,4.33
Harare Sports Club,5.0,0,33,0,0,,,,6.60
Ibn-e-Qasim Bagh Stadium,2.0,0,14,0,0,0/14,,,7.00
McLean Park,1.0,0,14,0,0,0/14,,,14.00
Melbourne Cricket Ground,1.0,0,9,0,0,,,,9.00
Moti Bagh Stadium,1.0,0,8,0,0,0/8,,,8.00
National Stadium (Karachi),4.0,0,43,1,0,1/43,43.00,24.00,10.75
Niaz Stadium,3.0,0,21,0,0,,,,7.00
P Sara Oval,15.0,1,41,0,0,,,,2.73
Pukekura Park,10.0,0,72,2,0,2/72,36.00,30.00,7.20
R Premadasa Stadium,36.0,3,148,6,0,2/25,24.67,36.00,4.11
Rawalpindi Cricket Stadium,4.0,0,29,0,0,0/6,,,7.25
Seddon Park,4.0,0,19,1,0,1/19,19.00,24.00,4.75
Sharjah Cricket Stadium,70.3,4,375,8,0,2/63,46.88,52.88,5.32
Sports Stadium,4.0,0,21,0,0,0/21,,,5.25
Sydney Cricket Ground,2.0,0,12,0,0,,,,6.00
Tyronne Fernando Stadium,6.0,0,28,0,0,0/7,,,4.67
Vidarbha Cricket Association Ground,6.0,0,28,1,0,1/28,28.00,36.00,4.67
WACA Ground,16.0,0,79,1,0,1/38,79.00,96.00,4.94
Overall (27),264.1,8,1354,26,0,2/25,52.08,60.96,5.13
