0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,29.1,3,104,8,1,5/25,13.00,21.88,3.57
AMI Stadium,28.0,1,123,5,0,3/47,24.60,33.60,4.39
Arnos Vale Ground,10.0,3,41,2,0,2/41,20.50,30.00,4.10
Bellerive Oval,28.0,0,154,5,1,4/61,30.80,33.60,5.50
Brabourne Stadium,7.0,0,46,0,0,0/46,,,6.57
Brisbane Cricket Ground,19.3,2,83,8,2,4/37,10.38,14.63,4.26
Darren Sammy National Cricket Stadium,27.0,3,97,3,0,2/19,32.33,54.00,3.59
Diamond Oval,10.0,1,33,3,0,3/33,11.00,20.00,3.30
Eden Park,57.4,10,240,10,0,3/32,24.00,34.60,4.16
Harare Sports Club,16.3,3,61,5,1,4/17,12.20,19.80,3.70
Kingsmead,5.0,0,19,1,0,1/19,19.00,30.00,3.80
Mangaung Oval,29.3,3,131,4,0,2/44,32.75,44.25,4.44
McLean Park,30.0,3,146,5,0,2/50,29.20,36.00,4.87
Melbourne Cricket Ground,36.3,5,176,7,1,4/38,25.14,31.29,4.82
National Cricket Stadium (Grenada),18.0,1,52,2,0,2/26,26.00,54.00,2.89
Newlands,10.0,0,42,2,0,2/42,21.00,30.00,4.20
Providence Stadium,5.0,0,18,2,0,2/18,9.00,15.00,3.60
Punjab Cricket Association IS Bindra Stadium,20.0,0,100,5,0,3/45,20.00,24.00,5.00
Queen's Park Oval,6.0,0,43,0,0,0/43,,,7.17
Queens Sports Club,14.0,5,34,6,1,6/19,5.67,14.00,2.43
Queenstown Events Centre,18.2,5,52,5,0,3/29,10.40,22.00,2.84
R Premadasa Stadium,20.0,5,73,3,0,3/43,24.33,40.00,3.65
Rangiri Dambulla International Stadium,5.0,2,7,2,0,2/7,3.50,15.00,1.40
Sabina Park,10.0,0,59,1,0,1/59,59.00,60.00,5.90
Seddon Park,8.0,1,43,0,0,,,,5.38
Sheikh Zayed Stadium,29.2,4,150,4,0,2/61,37.50,44.00,5.11
Sinhalese Sports Club Ground,15.0,0,84,6,1,4/21,14.00,15.00,5.60
Sir Vivian Richards Stadium,18.4,4,46,5,0,3/31,9.20,22.40,2.46
St George's Park,29.2,5,139,7,1,6/23,19.86,25.14,4.74
SuperSport Park,33.0,4,135,4,0,2/23,33.75,49.50,4.09
Sydney Cricket Ground,16.0,3,59,3,0,2/28,19.67,32.00,3.69
WACA Ground,10.0,0,58,1,0,1/58,58.00,60.00,5.80
Wanderers Stadium,39.0,3,230,5,0,3/21,46.00,46.80,5.90
Westpac Stadium,47.2,5,163,15,2,5/23,10.87,18.93,3.44
Willowmoore Park,10.0,3,29,3,0,3/29,9.67,20.00,2.90
Overall (35),715.5,87,3070,147,11,6/19,20.88,29.22,4.29
