0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,25.0,3,123,4,0,3/12,30.75,37.50,4.92
Second,14.0,1,36,2,0,1/18,18.00,42.00,2.57
Overall,39.0,4,159,6,0,3/12,26.50,39.00,4.08
