0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,22.0,0,101,3,0,2/31,33.67,44.00,4.59
Second,23.2,0,134,1,0,1/37,134.00,140.00,5.74
Overall,45.2,0,235,4,0,2/31,58.75,68.00,5.18
