0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,1,1,0,0,1,0,56,56,56.00,63.64,0,0
Ayub National Stadium,1,1,0,0,0,0,9,9,9.00,45.00,0,0
Brisbane Cricket Ground,2,2,0,0,0,0,9,11,5.50,32.35,1,0
Eden Park,1,1,0,0,0,0,14,14,14.00,35.00,0,0
Edgbaston,1,1,0,0,1,0,75,75,75.00,55.97,0,0
Headingley,4,3,0,0,0,0,9,22,7.33,62.86,0,0
Jinnah Stadium (Sialkot),1,1,0,0,0,1,0,0,0.00,,0,0
Kennington Oval,1,1,0,0,0,0,32,32,32.00,54.24,0,0
Lord's,1,1,0,0,0,0,37,37,37.00,62.71,0,0
Melbourne Cricket Ground,3,2,0,0,0,0,33,55,27.50,57.29,1,0
Old Trafford,2,2,0,0,0,0,22,24,12.00,37.50,0,0
Sardar Vallabhai Patel Stadium,1,1,0,0,0,0,8,8,8.00,27.59,1,0
Seddon Park,1,1,0,0,0,0,5,5,5.00,71.43,0,0
Sydney Cricket Ground,3,3,0,0,0,0,43,73,24.33,60.33,0,0
WACA Ground,1,1,0,0,0,0,10,10,10.00,35.71,0,0
Zafar Ali (Sahiwal) Stadium,1,1,1,0,0,0,8*,8,,61.54,0,0
Overall (16),25,23,1,0,2,1,75,439,19.95,52.89,3,0
