0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,18,16,2,1,3,1,100*,542,38.71,104.23,29,4
Bangladesh,3,3,0,0,2,0,63,145,48.33,119.83,4,2
England and Wales,70,55,13,5,12,4,129,2000,47.62,121.51,90,16
India,5,4,0,0,0,0,31,66,16.50,95.65,6,0
Ireland,1,0,0,0,0,0,0,0,,,0,0
New Zealand,11,9,2,0,1,1,79,234,33.43,140.12,16,1
Scotland,1,1,0,0,0,0,9,9,9.00,180.00,0,0
South Africa,5,5,1,1,0,2,105,154,38.50,137.50,3,1
Sri Lanka,12,9,2,0,1,1,55*,173,24.71,101.17,9,1
United Arab Emirates,5,5,2,1,0,1,116*,177,59.00,152.59,5,0
West Indies,11,10,1,1,1,2,150,343,38.11,122.50,9,6
,,,,,,,,,,,,
