0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,10.0,1,39,2,0,2/39,19.50,30.00,3.90
Australia,99.5,4,507,17,0,3/61,29.82,35.24,5.08
Bangladesh,37.4,3,170,10,1,4/55,17.00,22.60,4.51
England,39.0,2,272,6,0,2/79,45.33,39.00,6.97
New Zealand,71.4,4,312,13,0,3/35,24.00,33.08,4.35
Pakistan,39.1,3,195,4,0,2/23,48.75,58.75,4.98
South Africa,60.0,3,230,12,0,2/24,19.17,30.00,3.83
Sri Lanka,88.2,8,372,22,2,5/27,16.91,24.09,4.21
West Indies,30.0,4,80,8,1,4/35,10.00,22.50,2.67
Zimbabwe,25.5,3,77,9,2,4/22,8.56,17.22,2.98
Overall (10),501.3,35,2254,103,6,5/27,21.88,29.21,4.49
