0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
ACA Africa XI,10.0,0,39,1,0,1/39,39.00,60.00,3.90
Australia,255.1,7,1249,31,0,3/42,40.29,49.39,4.89
Bangladesh,37.0,7,100,6,0,3/17,16.67,37.00,2.70
Bermuda,9.1,0,38,3,0,3/38,12.67,18.33,4.15
England,253.2,11,1150,25,0,2/28,46.00,60.80,4.54
ICC World XI,10.0,0,73,2,0,2/73,36.50,30.00,7.30
Kenya,66.0,7,183,14,0,3/14,13.07,28.29,2.77
Netherlands,10.0,1,32,4,1,4/32,8.00,15.00,3.20
New Zealand,264.0,7,1086,39,1,5/33,27.85,40.62,4.11
Pakistan,304.4,18,1310,54,3,4/12,24.26,33.85,4.30
South Africa,373.0,11,1472,46,2,4/25,32.00,48.65,3.95
Sri Lanka,375.2,16,1748,34,0,3/41,51.41,66.24,4.66
United Arab Emirates,17.0,1,46,3,0,2/30,15.33,34.00,2.71
West Indies,223.0,14,973,41,2,6/12,23.73,32.63,4.36
Zimbabwe,208.2,9,913,34,1,4/33,26.85,36.76,4.38
Overall (15),2416.0,109,10412,337,10,6/12,30.90,43.01,4.31
