0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,1342.1,21,6530,166,5,6/29,39.34,48.51,4.87
Second,1136.5,24,5341,157,7,5/17,34.02,43.45,4.70
Overall,2479.0,45,11871,323,12,6/29,36.75,46.05,4.79
