0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,9,9,0,0,2,1,99,298,33.11,85.88,2,0
Bellerive Oval,4,4,0,0,0,0,34,65,16.25,83.33,0,0
Brisbane Cricket Ground,7,5,0,0,0,0,13,29,5.80,32.22,1,0
Eastern Oval,1,1,0,0,0,0,19,19,19.00,118.75,1,0
Harrup Park,1,0,0,0,0,0,0,0,,,0,0
Manuka Oval,1,1,0,0,0,0,27,27,27.00,207.69,0,0
Melbourne Cricket Ground,9,9,0,0,0,2,28,85,9.44,59.03,3,0
Sydney Cricket Ground,8,8,0,3,1,1,122,468,58.50,105.64,0,0
WACA Ground,11,11,1,0,2,1,86,293,29.30,80.94,2,0
,,,,,,,,,,,,
