0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,1,0,0,0,10*,16,16.00,123.08,1,0
Albion Sports Complex,1,1,0,0,0,0,1,1,1.00,25.00,3,0
AMI Stadium,8,7,1,0,0,0,27,66,11.00,111.86,3,1
Antigua Recreation Ground,1,1,0,0,0,0,13,13,13.00,100.00,1,1
Arbab Niaz Stadium,2,2,0,0,1,0,59,65,32.50,83.33,2,0
Barabati Stadium,1,1,0,0,0,0,9,9,9.00,32.14,2,0
Basin Reserve,6,5,1,0,1,2,62*,95,23.75,83.33,3,0
Bellerive Oval,1,1,0,0,0,0,9,9,9.00,128.57,1,0
Brisbane Cricket Ground,1,1,0,0,0,0,12,12,12.00,120.00,1,0
Carisbrook,7,6,3,0,0,1,42*,74,24.67,104.23,11,0
County Ground (Bristol),1,1,1,0,0,0,4*,4,,400.00,0,0
Eden Gardens,1,1,1,0,0,0,17*,17,,170.00,0,0
Eden Park,15,10,3,0,1,0,51*,153,21.86,126.45,11,1
Edgbaston,1,1,0,0,0,0,4,4,4.00,66.67,1,0
Gaddafi Stadium,1,1,0,0,0,0,47,47,47.00,151.61,3,0
Headingley,2,2,1,0,0,0,17*,21,21.00,105.00,0,0
Ibn-e-Qasim Bagh Stadium,1,1,0,0,0,0,41,41,41.00,102.50,1,0
Indira Priyadarshini Stadium,1,1,0,0,0,0,6,6,6.00,66.67,0,0
Iqbal Stadium,1,1,0,0,0,0,3,3,3.00,75.00,0,0
Jinnah Stadium (Sialkot),2,2,0,0,0,0,11,20,10.00,142.86,0,0
Kennington Oval,1,1,1,0,0,0,25*,25,,147.06,1,0
Kensington Oval,1,1,0,0,0,0,37,37,37.00,132.14,0,0
Lal Bahadur Shastri Stadium,1,1,0,0,0,0,29,29,29.00,145.00,2,0
M Chinnaswamy Stadium,1,1,0,0,0,0,10,10,10.00,200.00,0,0
McLean Park,4,2,0,0,0,1,14,14,7.00,70.00,5,0
Melbourne Cricket Ground,3,3,0,0,0,0,22,39,13.00,84.78,2,1
Moti Bagh Stadium,1,0,0,0,0,0,0,0,,,1,0
Nehru Stadium (Indore),1,1,0,0,0,0,1,1,1.00,50.00,0,0
Old Trafford,1,0,0,0,0,0,0,0,,,0,0
P Sara Oval,2,2,1,0,0,0,13,18,18.00,100.00,2,0
Queen's Park Oval,2,1,0,0,0,0,3,3,3.00,21.43,2,0
Sector 16 Stadium,1,1,0,0,0,0,12,12,12.00,80.00,1,0
Seddon Park,4,2,0,0,0,1,13,13,6.50,86.67,6,0
Sharjah Cricket Stadium,5,4,0,0,0,1,40,59,14.75,109.26,2,0
Sinhalese Sports Club Ground,1,0,0,0,0,0,0,0,,,1,0
Sydney Cricket Ground,9,6,2,0,0,0,33,93,23.25,81.58,10,0
Tyronne Fernando Stadium,2,1,0,0,0,0,11,11,11.00,61.11,2,1
Vidarbha Cricket Association Ground,1,1,0,0,0,1,0,0,0.00,,0,0
WACA Ground,1,1,0,0,0,0,15,15,15.00,71.43,0,0
Overall (39),98,77,16,0,3,7,62*,1055,17.30,99.43,81,5
