0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,19,15,3,0,0,1,33,137,11.42,76.11,15,1
Bangladesh,1,0,0,0,0,0,0,0,,,0,0
England,21,17,6,0,1,2,51*,219,19.91,107.35,12,0
India,14,13,0,0,0,2,40,141,10.85,81.50,12,0
Pakistan,19,15,3,0,2,1,62*,297,24.75,105.32,19,2
South Africa,1,1,0,0,0,0,19,19,19.00,237.50,2,0
Sri Lanka,12,9,3,0,0,1,42*,127,21.17,132.29,11,1
West Indies,8,5,0,0,0,0,37,69,13.80,78.41,8,1
Zimbabwe,3,2,1,0,0,0,29,46,46.00,153.33,2,0
Overall (9),98,77,16,0,3,7,62*,1055,17.30,99.43,81,5
