0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Boland Park,1,1,0,0,0,1,0,0,0.00,,0,0
Buffalo Park,1,1,1,0,1,0,53*,53,,34.19,0,0
Kingsmead,1,1,0,0,0,0,24,24,24.00,55.81,0,0
Newlands,1,1,0,0,0,0,5,5,5.00,29.41,1,0
SuperSport Park,1,1,0,0,0,0,16,16,16.00,47.06,0,0
Willowmoore Park,1,1,0,0,0,1,0,0,0.00,,1,0
,,,,,,,,,,,,
