0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,28,28,0,0,3,3,89,695,24.82,74.25,16,0
Bangladesh,8,7,0,0,2,1,62,183,26.14,70.66,2,0
England and Wales,22,22,1,2,4,1,101,661,31.48,74.44,6,0
India,14,13,0,1,2,2,111,461,35.46,88.31,5,0
Ireland,4,4,0,0,1,0,56,80,20.00,75.47,1,0
Kenya,4,4,1,0,1,0,84,167,55.67,74.22,1,0
Morocco,5,5,0,1,0,1,114,132,26.40,75.43,4,0
Netherlands,1,1,0,0,0,0,38,38,38.00,100.00,0,0
New Zealand,11,11,1,0,2,1,69,265,26.50,83.07,2,0
Pakistan,8,8,0,1,1,1,102,293,36.63,79.84,6,0
South Africa,106,102,6,10,14,10,175,3556,37.04,86.46,42,0
Sri Lanka,8,8,1,2,0,1,116*,329,47.00,81.44,6,0
United Arab Emirates,5,5,2,0,2,1,87*,159,53.00,78.33,2,0
West Indies,20,18,4,2,4,0,107,731,52.21,86.41,13,0
Zimbabwe,4,4,0,2,1,0,125,344,86.00,107.50,2,0
,,,,,,,,,,,,
