0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,8.0,0,27,1,0,1/27,27.00,48.00,3.38
AMI Stadium,19.0,0,90,0,0,0/32,,,4.74
Arnos Vale Ground,7.0,0,27,1,0,1/27,27.00,42.00,3.86
Arun Jaitley Stadium,9.0,0,53,1,0,1/53,53.00,54.00,5.89
Asgiriya Stadium,10.0,0,45,1,0,1/45,45.00,60.00,4.50
Bangabandhu National Stadium,17.0,0,71,2,0,1/34,35.50,51.00,4.18
Basin Reserve,10.0,0,41,0,0,0/41,,,4.10
Bellerive Oval,6.0,0,30,1,0,1/30,30.00,36.00,5.00
Boland Park,10.0,0,49,0,0,0/49,,,4.90
Captain Roop Singh Stadium,10.0,0,54,0,0,0/54,,,5.40
Diamond Oval,10.0,0,35,2,0,2/35,17.50,30.00,3.50
Eden Gardens,15.1,0,47,2,0,1/23,23.50,45.50,3.10
Eden Park,10.0,1,33,3,0,3/33,11.00,20.00,3.30
Gaddafi Stadium,48.4,1,236,5,0,3/46,47.20,58.40,4.85
Galle International Stadium,14.0,0,53,1,0,1/41,53.00,84.00,3.79
Gymkhana Club Ground,17.0,1,87,1,0,1/48,87.00,102.00,5.12
Iqbal Stadium,20.0,0,68,3,0,2/30,22.67,40.00,3.40
Jinnah Stadium (Gujwranwala),7.0,1,35,0,0,0/35,,,5.00
Kensington Oval,16.0,1,85,0,0,0/31,,,5.31
Kingsmead,9.5,0,56,1,0,1/56,56.00,59.00,5.69
Lal Bahadur Shastri Stadium,6.0,0,28,2,0,2/28,14.00,18.00,4.67
Lord's,19.0,0,101,1,0,1/54,101.00,114.00,5.32
Mangaung Oval,5.0,0,18,1,0,1/18,18.00,30.00,3.60
McLean Park,8.0,1,19,0,0,0/19,,,2.38
Melbourne Cricket Ground,28.0,1,104,0,0,0/31,,,3.71
Nairobi Club Ground,8.0,0,36,1,0,1/36,36.00,48.00,4.50
Nehru Stadium (Guwahati),5.0,0,24,0,0,0/24,,,4.80
Nehru Stadium (Margao),10.0,1,38,0,0,0/38,,,3.80
P Sara Oval,10.0,1,45,0,0,0/45,,,4.50
Padang Cricket Ground,19.0,1,94,3,0,2/51,31.33,38.00,4.95
Punjab Cricket Association IS Bindra Stadium,6.5,0,33,2,0,2/33,16.50,20.50,4.83
Queen's Park Oval,19.0,1,74,2,0,2/33,37.00,57.00,3.89
R Premadasa Stadium,254.3,10,1124,37,0,3/40,30.38,41.27,4.42
Rangiri Dambulla International Stadium,57.0,5,186,2,0,1/28,93.00,171.00,3.26
Rawalpindi Cricket Stadium,8.0,0,30,3,0,3/30,10.00,16.00,3.75
Seddon Park,7.0,0,21,1,0,1/21,21.00,42.00,3.00
Sharjah Cricket Stadium,221.3,8,946,30,0,3/16,31.53,44.30,4.27
Sinhalese Sports Club Ground,105.0,2,451,14,0,3/47,32.21,45.00,4.30
St George's Park,20.0,0,74,5,1,4/37,14.80,24.00,3.70
Sydney Cricket Ground,18.4,0,86,3,0,2/45,28.67,37.33,4.61
Trent Bridge,10.0,0,41,3,0,3/41,13.67,20.00,4.10
WACA Ground,17.0,2,73,1,0,1/22,73.00,102.00,4.29
Wanderers Stadium,6.0,0,37,1,0,1/37,37.00,36.00,6.17
Wankhede Stadium,10.0,2,38,0,0,0/38,,,3.80
Westpac Stadium,8.0,0,25,1,0,1/25,25.00,48.00,3.13
Willowmoore Park,8.0,0,30,0,0,0/30,,,3.75
Overall (46),1168.1,40,4998,138,1,4/37,36.22,50.79,4.28
