0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
ACA Africa XI,3,3,1,0,1,0,61,97,48.50,62.18,3,0
Afghanistan,2,2,0,0,1,0,76,83,41.50,72.17,1,0
Australia,46,46,4,2,12,2,104,1813,43.17,77.71,31,12
Bangladesh,31,28,3,5,6,1,128,1206,48.24,88.22,43,6
Bermuda,1,1,0,0,1,0,76,76,76.00,91.57,3,0
Canada,2,2,1,0,1,0,92,96,96.00,105.49,5,1
England,44,41,7,4,11,0,134*,1625,47.79,78.24,44,13
ICC World XI,1,1,0,0,0,0,24,24,24.00,100.00,2,3
India,76,71,3,6,18,3,138*,2700,39.71,81.62,69,10
Ireland,1,1,0,0,0,0,10,10,10.00,111.11,3,0
Kenya,3,3,2,1,0,0,103*,135,135.00,93.10,2,0
Netherlands,3,3,0,0,0,0,46,115,38.33,81.56,5,2
New Zealand,47,45,6,2,12,3,113*,1568,40.21,78.79,47,9
Pakistan,56,53,4,2,10,3,112,1720,35.10,72.30,60,7
Scotland,1,1,0,1,0,0,124,124,124.00,130.53,2,0
South Africa,44,43,4,2,13,2,169,1789,45.87,81.88,43,19
United Arab Emirates,2,2,0,0,0,1,17,17,8.50,36.96,3,1
West Indies,20,17,1,0,3,0,90*,480,30.00,66.39,15,4
Zimbabwe,21,17,5,0,4,0,80,556,46.33,71.10,21,12
Overall (19),404,380,41,25,93,15,169,14234,41.99,78.86,402,99
