0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Edgbaston,12.0,0,46,1,0,1/46,46.00,72.00,3.83
Gaddafi Stadium,13.0,0,70,0,0,,,,4.67
Iqbal Stadium,3.0,0,5,1,0,1/5,5.00,18.00,1.67
Jinnah Stadium (Sialkot),13.0,0,63,2,0,2/31,31.50,52.00,3.63
Melbourne Cricket Ground,3.0,0,28,1,0,1/28,28.00,18.00,9.33
National Stadium (Karachi),4.0,0,22,0,0,,,,5.50
Sharjah Cricket Stadium,1.0,0,11,0,0,,,,11.00
Trent Bridge,7.0,2,22,2,0,2/22,11.00,21.00,3.14
WACA Ground,1.0,0,1,0,0,,,,1.00
Zafar Ali (Sahiwal) Stadium,7.0,1,29,0,0,,,,3.11
Overall (10),64.0,3,297,7,0,2/22,42.43,62.29,4.09
