0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,1,1,0,0,0,13*,13,,72.22,5,0
Australia,6,6,0,0,0,1,28,55,9.17,55.56,6,2
Bangladesh,11,9,0,1,3,2,137,403,44.78,89.96,9,2
England,7,7,0,0,3,1,79,286,40.86,87.20,6,0
India,14,13,2,1,4,0,103*,593,53.91,90.53,12,1
Ireland,2,2,0,1,0,0,104,119,59.50,87.50,3,0
Pakistan,16,14,2,0,1,0,68,238,19.83,81.51,13,1
South Africa,10,9,0,0,3,2,64,226,25.11,68.69,6,1
Sri Lanka,14,13,2,0,1,1,86,255,23.18,76.58,7,0
West Indies,8,8,0,0,0,0,37,143,17.88,62.17,11,0
Zimbabwe,6,6,2,1,0,0,110*,219,54.75,96.05,1,0
Overall (11),95,88,9,4,15,7,137,2550,32.28,82.36,79,7
