0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,83.0,11,291,8,0,2/29,36.38,62.25,3.51
Second,138.1,19,462,28,2,5/21,16.50,29.61,3.34
Overall,221.1,30,753,36,2,5/21,20.92,36.86,3.40
