0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Khan Shaheb Osman Ali Stadium,1,0,0,0,0,0,0,0,,,0,0
Shere Bangla National Stadium,7,7,0,0,0,0,33,96,13.71,75.00,4,0
,,,,,,,,,,,,
