0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,1,1,0,0,0,0,1,1,1.00,11.11,0,0
Bangladesh,4,4,0,1,1,0,112,193,48.25,96.02,3,0
England and Wales,3,3,0,0,1,0,50,94,31.33,52.81,1,0
India,3,3,1,2,0,0,106,241,120.50,75.31,0,0
Ireland,2,2,0,0,0,1,20,20,10.00,40.00,1,0
New Zealand,2,2,0,0,0,1,4,4,2.00,28.57,1,0
Pakistan,9,9,2,0,4,0,74,343,49.00,103.63,3,0
Scotland,1,1,0,0,0,0,20,20,20.00,57.14,0,0
South Africa,5,5,0,0,0,0,25,71,14.20,68.93,1,0
Sri Lanka,2,2,0,0,0,1,1,1,0.50,25.00,1,0
United Arab Emirates,8,8,0,0,1,2,97,208,26.00,72.47,1,0
West Indies,5,5,0,0,1,0,54,125,25.00,62.50,1,0
Zimbabwe,3,3,0,0,0,0,38,97,32.33,65.10,0,0
,,,,,,,,,,,,
