0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arun Jaitley Stadium,1,1,0,0,0,0,34,34,34.00,53.13,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,1,1,1.00,11.11,0,0
Castle Avenue,2,2,0,0,0,1,20,20,10.00,40.00,1,0
Darren Sammy National Cricket Stadium,3,3,0,0,0,0,23,65,21.67,72.22,0,0
Dubai International Cricket Stadium,2,2,0,0,0,0,9,10,5.00,47.62,0,0
Eden Gardens,1,1,0,1,0,0,106,106,106.00,85.48,0,0
Edgbaston,2,2,0,0,0,0,42,44,22.00,51.76,1,0
Gaddafi Stadium,1,1,0,0,0,0,20,20,20.00,117.65,0,0
Grange Cricket Club,1,1,0,0,0,0,20,20,20.00,57.14,0,0
Hagley Oval,1,1,0,0,0,1,0,0,0.00,,0,0
Harare Sports Club,3,3,0,0,0,0,38,97,32.33,65.10,0,0
Iqbal Stadium,2,2,0,0,0,0,21,32,16.00,88.89,1,0
Kennington Oval,1,1,0,0,1,0,50,50,50.00,53.76,0,0
MA Chidambaram Stadium,1,1,1,1,0,0,101*,101,,76.52,0,0
Mangaung Oval,1,1,0,0,0,0,25,25,25.00,131.58,0,0
McLean Park,1,1,0,0,0,0,4,4,4.00,33.33,1,0
Multan Cricket Stadium,1,1,0,0,0,0,32,32,32.00,65.31,0,0
National Stadium (Karachi),3,3,2,0,3,0,61,166,166.00,112.93,2,0
Newlands,1,1,0,0,0,0,24,24,24.00,52.17,0,0
Niaz Stadium,1,1,0,0,1,0,74,74,74.00,115.63,0,0
Providence Stadium,2,2,0,0,1,0,54,60,30.00,54.55,1,0
Rangiri Dambulla International Stadium,2,2,0,0,0,1,1,1,0.50,25.00,1,0
Sharjah Cricket Stadium,3,3,0,0,0,1,48,71,23.67,60.68,0,0
Sheikh Zayed Stadium,3,3,0,0,1,1,97,127,42.33,85.23,1,0
Sheikhupura Stadium,1,1,0,0,0,0,19,19,19.00,105.56,0,0
Shere Bangla National Stadium,4,4,0,1,1,0,112,193,48.25,96.02,3,0
St George's Park,1,1,0,0,0,0,2,2,2.00,40.00,0,0
SuperSport Park,1,1,0,0,0,0,10,10,10.00,52.63,1,0
Wanderers Stadium,1,1,0,0,0,0,10,10,10.00,71.43,0,0
Overall (29),48,48,3,3,8,5,112,1418,31.51,75.39,13,0
