0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,27.0,0,107,5,0,2/25,21.40,32.40,3.96
AMI Stadium,18.0,0,91,1,0,1/56,91.00,108.00,5.06
Antigua Recreation Ground,7.0,1,30,2,0,2/30,15.00,21.00,4.29
Arbab Niaz Stadium,28.2,0,123,6,0,3/34,20.50,28.33,4.34
Ayub National Stadium,16.0,2,46,1,0,1/14,46.00,96.00,2.88
Basin Reserve,9.0,1,45,1,0,1/45,45.00,54.00,5.00
Bellerive Oval,7.0,0,36,1,0,1/36,36.00,42.00,5.14
Brisbane Cricket Ground,12.0,0,57,4,0,2/11,14.25,18.00,4.75
Carisbrook,10.0,1,23,0,0,0/23,,,2.30
Eden Gardens,4.0,0,30,0,0,0/30,,,7.50
Eden Park,3.0,0,18,0,0,,,,6.00
Edgbaston,23.0,3,57,2,0,2/17,28.50,69.00,2.48
Gaddafi Stadium,53.0,2,269,10,0,2/13,26.90,31.80,5.08
Headingley,16.0,5,41,0,0,0/11,,,2.56
Ibn-e-Qasim Bagh Stadium,14.0,0,80,2,0,2/40,40.00,42.00,5.71
Iqbal Stadium,4.0,0,27,4,1,4/27,6.75,6.00,6.75
Jinnah Stadium (Gujwranwala),20.0,0,120,1,0,1/50,120.00,120.00,6.00
Jinnah Stadium (Sialkot),18.0,1,101,2,0,2/27,50.50,54.00,5.61
Kennington Oval,27.0,1,122,3,0,2/31,40.67,54.00,4.52
Lal Bahadur Shastri Stadium,10.0,3,17,3,0,3/17,5.67,20.00,1.70
Lord's,8.0,0,30,0,0,0/30,,,3.75
McLean Park,10.0,0,51,1,0,1/51,51.00,60.00,5.10
Melbourne Cricket Ground,63.1,2,255,11,1,5/28,23.18,34.45,4.04
National Stadium (Karachi),38.0,2,154,7,0,2/13,22.00,32.57,4.05
Nehru Stadium (Indore),5.0,0,29,1,0,1/29,29.00,30.00,5.80
Niaz Stadium,25.0,0,124,2,0,2/23,62.00,75.00,4.96
Old Trafford,34.0,3,136,5,0,2/34,27.20,40.80,4.00
Queen's Park Oval,4.0,0,32,0,0,0/32,,,8.00
Sawai Mansingh Stadium,10.0,0,41,1,0,1/41,41.00,60.00,4.10
Seddon Park,7.0,0,41,0,0,,,,5.86
Sharjah Cricket Stadium,128.0,7,513,14,0,3/44,36.64,54.86,4.01
Sinhalese Sports Club Ground,10.0,0,66,1,0,1/49,66.00,60.00,6.60
St Helen's,4.0,0,18,1,0,1/18,18.00,24.00,4.50
Sydney Cricket Ground,49.0,7,167,7,0,3/20,23.86,42.00,3.41
Trent Bridge,40.1,1,136,5,0,3/43,27.20,48.20,3.39
WACA Ground,46.1,1,187,7,0,3/36,26.71,39.57,4.05
Zafar Ali (Sahiwal) Stadium,1.0,0,12,0,0,0/12,,,9.00
Overall (37),808.5,43,3432,111,2,5/28,30.92,43.74,4.24
