0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,4,4,0,0,1,1,80,134,33.50,108.94,4,0
England and Wales,2,2,0,0,0,0,13,14,7.00,50.00,0,0
India,9,9,1,0,1,1,61,210,26.25,75.81,4,0
Ireland,47,44,7,1,5,1,113,923,24.95,72.68,35,4
Kenya,4,4,0,0,0,1,27,65,16.25,57.02,2,1
Netherlands,2,2,0,0,0,0,5,6,3.00,33.33,2,0
New Zealand,2,2,0,0,0,0,6,7,3.50,53.85,0,0
Scotland,4,4,0,0,0,0,39,87,21.75,79.09,3,3
South Africa,5,5,0,0,0,1,38,69,13.80,47.59,3,0
United Arab Emirates,13,10,2,0,1,1,53,190,23.75,66.20,12,0
West Indies,2,2,0,0,1,0,62,66,33.00,62.26,2,1
Zimbabwe,11,11,2,0,3,0,70*,301,33.44,77.38,6,1
,,,,,,,,,,,,
