0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
New Zealand,4.0,0,8,1,0,1/8,8.00,24.00,2.00
Overall (1),4.0,0,8,1,0,1/8,8.00,24.00,2.00
