0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,13,13,1,0,4,0,76*,425,35.42,79.59,6,0
Bangladesh,5,4,0,0,1,0,83,142,35.50,76.34,3,0
Canada,1,1,0,0,0,0,47,47,47.00,100.00,0,0
England,8,7,1,0,0,1,27,83,13.83,48.26,3,0
Ireland,1,1,0,0,1,0,83,83,83.00,75.45,0,0
Pakistan,1,1,0,0,0,0,7,7,7.00,50.00,0,0
Scotland,1,1,0,0,0,0,4,4,4.00,100.00,0,0
South Africa,2,2,0,0,0,0,16,18,9.00,41.86,1,0
Sri Lanka,11,10,2,1,2,0,112,416,52.00,73.50,5,0
West Indies,6,6,1,0,0,1,49,109,21.80,69.43,0,0
Overall (10),49,46,5,1,8,2,112,1334,32.54,72.78,18,0
