0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,0,0,0,0,24,29,14.50,59.18,1,0
AMI Stadium,3,3,1,0,0,0,43*,96,48.00,68.57,1,0
Bellerive Oval,2,2,0,0,0,0,37,64,32.00,66.67,0,0
Brabourne Stadium,1,1,0,0,0,0,2,2,2.00,18.18,0,0
Brisbane Cricket Ground,2,2,0,0,0,0,22,34,17.00,80.95,0,0
Darren Sammy National Cricket Stadium,1,1,0,0,0,0,47,47,47.00,100.00,0,0
Eden Park,5,5,1,0,1,0,76*,143,35.75,76.88,2,0
MA Aziz Stadium,1,1,0,0,0,0,9,9,9.00,90.00,1,0
Mannofield Park,1,1,0,0,0,0,4,4,4.00,100.00,0,0
McLean Park,5,5,1,1,1,1,112,232,58.00,86.89,5,0
Melbourne Cricket Ground,2,2,0,0,1,0,60,81,40.50,70.43,0,0
National Cricket Stadium (Grenada),3,3,0,0,1,0,62,106,35.33,67.09,1,0
Providence Stadium,1,1,0,0,1,0,83,83,83.00,75.45,0,0
Punjab Cricket Association IS Bindra Stadium,2,2,0,0,0,0,7,9,4.50,33.33,1,0
Queenstown Events Centre,4,3,1,0,1,0,70*,121,60.50,73.33,1,0
Sabina Park,1,1,0,0,0,0,46,46,46.00,59.74,0,0
Seddon Park,3,1,0,0,1,0,51,51,51.00,127.50,0,0
Sir Vivian Richards Stadium,2,2,0,0,0,1,15,15,7.50,46.88,0,0
Sydney Cricket Ground,2,2,0,0,0,0,40,59,29.50,57.84,1,0
WACA Ground,3,3,0,0,0,0,23,45,15.00,56.25,3,0
Westpac Stadium,3,3,1,0,1,0,50,58,29.00,77.33,1,0
Overall (21),49,46,5,1,8,2,112,1334,32.54,72.78,18,0
