0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arun Jaitley Stadium,1,1,0,0,0,0,6,6,6.00,60.00,3,0
Basin Reserve,1,1,0,0,0,0,5,5,5.00,71.43,1,0
Bay Oval,3,3,1,0,2,0,99,215,107.50,109.14,5,0
Castle Avenue,2,2,0,0,0,0,27,29,14.50,90.63,1,0
Dubai International Cricket Stadium,1,1,0,0,0,0,23,23,23.00,85.19,0,0
Eden Park,8,7,0,0,0,0,38,103,14.71,95.37,12,0
Edgbaston,3,3,0,0,1,1,65,79,26.33,129.51,4,0
Hagley Oval,5,3,1,0,0,0,29*,51,25.50,110.87,13,1
Harare Sports Club,3,1,0,0,0,0,7,7,7.00,46.67,2,1
Himachal Pradesh Cricket Association Stadium,1,1,0,0,0,1,0,0,0.00,,1,0
Kennington Oval,1,1,0,0,0,0,33,33,33.00,206.25,2,0
Khan Shaheb Osman Ali Stadium,1,1,1,0,0,0,13*,13,,130.00,2,0
Kingsmead,1,1,0,0,0,0,1,1,1.00,33.33,1,0
Lord's,1,1,0,0,0,1,0,0,0.00,,3,0
Mahinda Rajapaksha International Cricket Stadium,2,1,0,0,0,0,49,49,49.00,188.46,1,0
McLean Park,3,2,0,0,0,1,30,30,15.00,157.89,4,0
Melbourne Cricket Ground,1,1,0,0,0,1,0,0,0.00,,0,0
National Cricket Stadium (Grenada),2,0,0,0,0,0,0,0,,,3,1
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,1,1,1.00,25.00,0,0
Queenstown Events Centre,1,1,1,0,0,0,3*,3,,150.00,0,0
Rangiri Dambulla International Stadium,1,1,0,0,0,0,23,23,23.00,79.31,3,0
Riverside Ground,1,1,0,0,0,0,2,2,2.00,40.00,0,1
Saxton Oval,6,4,1,0,0,0,35,83,27.67,112.16,4,2
Seddon Park,8,6,2,0,0,1,18*,48,12.00,84.21,9,0
Senwes Park,1,0,0,0,0,0,0,0,,,0,0
Sharjah Cricket Stadium,2,2,0,0,0,0,41,77,38.50,106.94,3,0
Sheikh Zayed Stadium,2,1,0,0,0,0,16,16,16.00,133.33,5,1
Sophia Gardens,4,4,0,0,0,1,16,25,6.25,59.52,4,0
SuperSport Park,1,1,0,0,0,0,1,1,1.00,25.00,0,0
The Rose Bowl,2,2,0,0,0,0,13,15,7.50,65.22,2,1
The Village,2,2,0,0,0,0,37,72,36.00,126.32,2,2
Trent Bridge,2,2,0,0,0,0,22,30,15.00,136.36,0,0
University Oval,3,3,1,1,0,0,170*,195,97.50,159.84,5,1
Warner Park,2,2,0,0,1,0,64,76,38.00,205.41,2,1
Westpac Stadium,6,4,1,0,0,0,47,86,28.67,121.13,8,0
Overall (35),85,68,9,1,4,7,170*,1397,23.68,114.51,105,12
