0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,16,15,3,1,3,0,117,626,52.17,85.52,3,0
Bellerive Oval,7,7,0,0,2,1,97,266,38.00,84.44,5,0
Brisbane Cricket Ground,13,12,2,0,3,0,58,332,33.20,76.67,9,0
Etihad Stadium,7,7,2,0,0,0,45*,142,28.40,85.03,1,0
Manuka Oval,1,1,0,0,0,0,15,15,15.00,78.95,0,0
Marrara Cricket Ground,3,3,0,0,0,0,25,40,13.33,38.46,4,0
Melbourne Cricket Ground,20,19,1,0,6,1,98,681,37.83,76.00,12,0
Sydney Cricket Ground,27,26,4,1,7,1,103*,1014,46.09,84.43,9,0
WACA Ground,13,11,2,0,2,1,75*,242,26.89,71.81,8,0
,,,,,,,,,,,,
