0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Basin Reserve,7.5,0,28,2,0,2/28,14.00,23.50,3.57
Eden Park,10.0,0,30,0,0,0/30,,,3.00
Melbourne Cricket Ground,9.0,1,47,2,0,2/47,23.50,27.00,5.22
Overall (3),26.5,1,105,4,0,2/28,26.25,40.25,3.91
