0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,20,20,20.00,64.52,0,0
Basin Reserve,1,1,0,0,0,0,10,10,10.00,18.87,1,0
Brisbane Cricket Ground,1,1,0,0,0,0,26,26,26.00,50.98,0,0
Carisbrook,1,1,1,0,1,0,71*,71,,56.80,1,0
Eden Park,1,1,0,0,0,0,11,11,11.00,31.43,0,0
Edgbaston,1,1,0,0,0,0,36,36,36.00,50.70,0,0
Gaddafi Stadium,1,1,1,0,1,0,91*,91,,75.83,0,0
Kennington Oval,1,1,0,0,0,0,15,15,15.00,45.45,0,0
Melbourne Cricket Ground,5,5,0,0,0,0,13,35,7.00,34.31,2,0
Niaz Stadium,1,1,0,0,0,0,44,44,44.00,63.77,1,0
Sydney Cricket Ground,8,8,1,1,0,0,117*,228,32.57,55.34,0,0
WACA Ground,1,1,0,0,0,0,7,7,7.00,24.14,0,0
Overall (12),23,23,3,1,2,0,117*,594,29.70,52.52,5,0
