0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,5,5,0,0,1,1,82,111,22.20,73.03,0,0
Bellerive Oval,1,1,0,0,0,0,7,7,7.00,19.44,0,0
Brisbane Cricket Ground,4,4,0,0,1,1,50,60,15.00,49.59,0,0
Harrup Park,1,1,1,0,0,0,1*,1,,50.00,0,0
Melbourne Cricket Ground,9,9,1,0,3,0,93*,368,46.00,69.30,2,0
North Tasmania Cricket Association Ground,1,1,0,0,0,0,22,22,22.00,50.00,1,0
Sydney Cricket Ground,7,7,0,0,1,1,57,144,20.57,67.92,4,0
WACA Ground,4,4,0,0,1,1,60,102,25.50,83.61,3,0
,,,,,,,,,,,,
