0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,43.2,1,195,12,1,5/27,16.25,21.67,4.50
Second,75.2,2,446,13,1,5/32,34.31,34.77,5.92
Overall,118.4,3,641,25,2,5/27,25.64,28.48,5.40
