0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,2.0,0,24,0,0,,,,12.00
Antigua Recreation Ground,3.0,0,27,0,0,0/27,,,9.00
Bangabandhu National Stadium,10.2,0,47,4,0,3/12,11.75,15.50,4.55
Barabati Stadium,8.0,0,28,1,0,1/28,28.00,48.00,3.50
Basin Reserve,1.0,0,7,0,0,0/7,,,7.00
Bellerive Oval,2.0,0,7,0,0,0/7,,,3.50
Bourda,4.0,0,33,0,0,0/33,,,8.25
Brisbane Cricket Ground,3.0,0,21,0,0,,,,7.00
Captain Roop Singh Stadium,2.0,0,14,0,0,,,,7.00
Carisbrook,1.1,0,8,0,0,0/8,,,6.86
Eden Gardens,4.0,0,26,1,0,1/26,26.00,24.00,6.50
Indira Priyadarshini Stadium,7.0,0,27,5,1,5/27,5.40,8.40,3.86
Jawaharlal Nehru Stadium (Delhi),4.0,0,25,0,0,0/25,,,6.25
Madhavrao Scindia Cricket Ground,2.1,0,15,0,0,0/4,,,6.92
Moti Bagh Stadium,0.3,0,6,1,0,1/6,6.00,3.00,12.00
Nahar Singh Stadium,6.0,0,25,3,0,3/25,8.33,12.00,4.17
National Stadium (Karachi),2.0,0,27,0,0,,,,13.50
Nehru Stadium (Indore),7.0,0,42,6,1,5/32,7.00,7.00,6.00
Queen's Park Oval,8.4,1,45,3,0,3/26,15.00,17.33,5.19
Sardar Patel Stadium,9.0,1,41,1,0,1/15,41.00,54.00,4.56
Sharjah Cricket Stadium,17.5,0,90,0,0,,,,5.05
University Stadium,7.0,0,26,0,0,0/26,,,3.71
Wankhede Stadium,7.0,1,30,0,0,,,,4.29
Overall (23),118.4,3,641,25,2,5/27,25.64,28.48,5.40
