0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Harare Sports Club,7.0,0,49,1,0,1/49,49.00,42.00,7.00
Queens Sports Club,4.0,0,28,0,0,,,,7.00
Sydney Cricket Ground,1.0,0,8,0,0,0/8,,,8.00
Overall (3),12.0,0,85,1,0,1/49,85.00,72.00,7.08
