0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Civil Service Cricket Club,38.5,3,143,9,0,3/28,15.89,25.89,3.68
Dubai International Cricket Stadium,21.2,1,95,4,0,2/31,23.75,32.00,4.45
Grange Cricket Club,10.0,0,66,2,0,2/66,33.00,30.00,6.60
Hazelaarweg,9.0,0,52,1,0,1/52,52.00,54.00,5.78
Manuka Oval,9.0,0,55,2,0,2/55,27.50,27.00,6.11
Queens Sports Club,39.4,3,187,7,0,2/30,26.71,34.00,4.71
Rajiv Gandhi International Cricket Stadium,8.0,2,25,4,1,4/25,6.25,12.00,3.13
Sharjah Cricket Stadium,12.0,0,84,1,0,1/49,84.00,72.00,7.00
Sheikh Zayed Stadium,41.3,3,211,7,0,3/48,30.14,35.57,5.08
Sophia Gardens,5.0,1,16,0,0,0/16,,,3.20
The Cooper Associates County Ground,8.1,0,45,3,0,3/45,15.00,16.33,5.51
The Rose Bowl,7.0,1,54,1,0,1/54,54.00,42.00,7.71
Overall (12),209.3,14,1033,41,1,4/25,25.20,30.66,4.93
