0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,04/04/2003,Pakistan,Sharjah Cricket Stadium,b Naved-ul-Hasan,0,1,0.00,,0,0.00,0.00
2,06/04/2003,Kenya,Sharjah Cricket Stadium,did not bat,-,-,-,,0,0.00,0.00
3,07/04/2003,Zimbabwe,Sharjah Cricket Stadium,c †T Taibu b A M Blignaut,4,8,50.00,,4,2.00,44.44
4,18/05/2007,Pakistan,Sheikh Zayed Stadium,run out,20,30,66.67,,24,8.00,61.54
5,20/05/2007,Pakistan,Sheikh Zayed Stadium,lbw b Shahid Afridi,1,3,33.33,,25,6.25,59.52
6,22/05/2007,Pakistan,Sheikh Zayed Stadium,run out,2,2,100.00,,27,5.40,61.36
No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,No. of Innings Played = 5,,
