0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,79.0,2,365,11,0,3/39,33.18,43.09,4.62
Second,192.0,9,969,18,1,4/44,53.83,64.00,5.05
Overall,271.0,11,1334,29,1,4/44,46.00,56.07,4.92
