0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arnos Vale Ground,11.0,0,44,1,0,1/24,44.00,66.00,4.00
Bangabandhu National Stadium,51.1,6,257,4,0,2/29,64.25,76.75,5.02
Edgbaston,2.5,0,24,0,0,0/24,,,8.47
Gaddafi Stadium,10.0,0,30,1,0,1/30,30.00,60.00,3.00
Gymkhana Club Ground,7.5,0,43,0,0,0/43,,,5.49
Harare Sports Club,46.0,4,148,4,0,2/30,37.00,69.00,3.22
Iqbal Stadium,7.0,1,29,2,0,2/29,14.50,21.00,4.14
MA Aziz Stadium,12.0,1,63,3,0,2/34,21.00,24.00,5.25
Multan Cricket Stadium,8.0,0,59,0,0,0/59,,,7.38
National Cricket Stadium (Grenada),4.1,1,23,1,0,1/23,23.00,25.00,5.52
National Stadium (Karachi),10.0,1,40,0,0,0/40,,,4.00
Queens Sports Club,8.0,0,48,1,0,1/48,48.00,48.00,6.00
R Premadasa Stadium,6.0,0,26,0,0,0/26,,,4.33
Rawalpindi Cricket Stadium,10.0,1,38,0,0,0/38,,,3.80
Sinhalese Sports Club Ground,18.0,4,71,2,0,2/21,35.50,54.00,3.94
The Rose Bowl,10.0,0,40,0,0,0/40,,,4.00
Overall (16),222.0,19,983,19,0,2/21,51.74,70.11,4.43
