0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,33.0,4,109,7,0,3/30,15.57,28.29,3.30
Second,9.0,0,41,2,0,2/25,20.50,27.00,4.56
Overall,42.0,4,150,9,0,3/30,16.67,28.00,3.57
