0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,37,23,8,0,0,2,38*,254,16.93,64.14,36,8
England,10,7,4,0,0,1,20*,81,27.00,59.12,14,0
India,26,12,7,0,0,1,43,149,29.80,79.26,28,3
Kenya,1,1,0,0,0,0,3,3,3.00,37.50,0,0
New Zealand,9,7,3,0,0,0,38*,130,32.50,70.27,15,0
Pakistan,15,11,5,0,1,0,53,149,24.83,74.87,24,2
Sri Lanka,10,8,2,0,0,1,7,21,3.50,38.18,12,3
West Indies,7,5,3,0,0,0,20*,65,32.50,72.22,4,1
Zimbabwe,7,3,1,0,0,1,11*,16,8.00,40.00,15,0
Overall (9),122,77,33,0,1,6,53,868,19.73,66.87,148,17
