0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Gaddafi Stadium,3.0,0,17,1,0,1/17,17.00,18.00,5.67
Sharjah Cricket Stadium,2.0,0,4,0,0,,,,2.00
Overall (2),5.0,0,21,1,0,1/17,21.00,30.00,4.20
