0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,3.0,0,13,0,0,0/13,,,4.33
Australia,28.0,0,139,0,0,,,,4.96
England,64.0,1,360,6,0,2/31,60.00,64.00,5.63
India,25.0,0,142,2,0,1/28,71.00,75.00,5.68
New Zealand,43.1,0,239,9,0,3/15,26.56,28.78,5.54
Pakistan,37.0,0,164,7,0,3/36,23.43,31.71,4.43
Scotland,2.0,0,6,0,0,,,,3.00
South Africa,5.0,0,29,0,0,0/29,,,5.80
West Indies,3.5,0,15,0,0,0/7,,,3.91
Zimbabwe,21.0,0,90,4,0,2/12,22.50,31.50,4.29
Overall (10),232.0,1,1197,28,0,3/15,42.75,49.71,5.16
