0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,26.4,0,145,8,1,4/59,18.13,20.00,5.44
England,32.0,0,190,5,0,3/47,38.00,38.40,5.94
India,43.0,2,206,12,1,5/28,17.17,21.50,4.79
New Zealand,42.0,1,248,6,0,2/43,41.33,42.00,5.90
Pakistan,18.0,1,105,3,0,3/42,35.00,36.00,5.83
Scotland,7.0,0,43,3,0,3/43,14.33,14.00,6.14
South Africa,24.0,0,198,2,0,2/66,99.00,72.00,8.25
Sri Lanka,35.5,2,220,6,1,4/47,36.67,35.83,6.14
West Indies,7.0,0,46,0,0,0/46,,,6.57
Overall (9),235.3,6,1401,45,3,5/28,31.13,31.40,5.95
