0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,18.0,0,137,1,0,1/47,137.00,108.00,7.61
Bangladesh,17.0,2,48,3,0,3/30,16.00,34.00,2.82
England,10.0,0,54,2,0,2/54,27.00,30.00,5.40
Kenya,27.0,2,125,6,1,4/56,20.83,27.00,4.63
New Zealand,15.0,0,79,2,0,2/41,39.50,45.00,5.27
Pakistan,98.0,5,563,14,0,3/15,40.21,42.00,5.74
South Africa,16.0,3,57,2,0,2/36,28.50,48.00,3.56
Sri Lanka,29.0,1,147,7,0,3/31,21.00,24.86,5.07
West Indies,68.4,7,287,15,0,3/18,19.13,27.47,4.18
Zimbabwe,34.0,1,165,5,0,3/28,33.00,40.80,4.85
Overall (10),332.4,21,1662,57,1,4/56,29.16,35.02,5.00
