0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arun Jaitley Stadium,2,1,0,0,0,0,13,13,13.00,81.25,2,1
Bangabandhu National Stadium,2,1,1,0,0,0,5*,5,,55.56,1,1
Barabati Stadium,1,0,0,0,0,0,0,0,,,0,0
Eden Gardens,1,1,1,0,0,0,6*,6,,120.00,0,0
Green Park,1,1,0,0,0,1,0,0,0.00,,0,0
Indira Priyadarshini Stadium,1,1,0,0,0,0,2,2,2.00,15.38,1,0
Jawaharlal Nehru Stadium (Delhi),1,0,0,0,0,0,0,0,,,0,0
Kennington Oval,1,0,0,0,0,0,0,0,,,1,0
Lal Bahadur Shastri Stadium,1,0,0,0,0,0,0,0,,,0,1
Madhavrao Scindia Cricket Ground,1,1,1,0,0,0,14*,14,,93.33,0,1
Melbourne Cricket Ground,2,1,0,0,0,1,0,0,0.00,,2,1
Moti Bagh Stadium,2,2,0,0,0,0,30,42,21.00,72.41,1,3
Nehru Stadium (Guwahati),1,0,0,0,0,0,0,0,,,0,0
Nehru Stadium (Indore),2,2,2,0,0,0,33*,52,,81.25,2,1
Old Trafford,1,0,0,0,0,0,0,0,,,0,0
Sardar Patel Stadium,1,1,0,0,0,0,8,8,8.00,44.44,1,1
Sawai Mansingh Stadium,1,0,0,0,0,0,0,0,,,0,0
Sharjah Cricket Stadium,7,6,3,0,0,0,33*,87,29.00,72.50,1,0
Sher-I-Kashmir Stadium,1,1,0,0,0,0,24,24,24.00,92.31,2,2
Sydney Cricket Ground,2,2,1,0,0,0,5*,7,7.00,53.85,0,2
Vidarbha Cricket Association Ground,2,1,0,0,0,0,6,6,6.00,75.00,1,0
Wankhede Stadium,2,1,0,0,0,0,24,24,24.00,80.00,0,1
Overall (22),36,23,9,0,0,2,33*,290,20.71,72.50,15,15
