0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Boland Park,16.0,1,74,6,1,4/40,12.33,16.00,4.63
Buffalo Park,4.0,1,13,1,0,1/13,13.00,24.00,3.25
Diamond Oval,17.0,2,82,2,0,2/22,41.00,51.00,4.82
Eden Park,7.0,1,35,2,0,2/35,17.50,21.00,5.00
Edgbaston,8.3,0,73,1,0,1/73,73.00,51.00,8.59
Hagley Oval,9.0,0,62,0,0,0/62,,,6.89
Headingley,9.0,0,59,2,0,2/59,29.50,27.00,6.56
Kennington Oval,23.0,1,121,3,0,2/52,40.33,46.00,5.26
Kingsmead,31.5,2,162,8,1,4/22,20.25,23.88,5.09
Lord's,8.0,0,49,1,0,1/49,49.00,48.00,6.13
Mangaung Oval,5.0,1,7,1,0,1/7,7.00,30.00,1.40
Newlands,32.0,1,175,5,0,2/42,35.00,38.40,5.47
Old Trafford,2.5,0,22,2,0,2/22,11.00,8.50,7.76
Optus Stadium,6.0,0,33,3,0,3/33,11.00,12.00,5.50
Pallekele International Cricket Stadium,15.0,0,119,4,0,3/74,29.75,22.50,7.93
R Premadasa Stadium,8.0,0,60,2,0,2/60,30.00,24.00,7.50
Rangiri Dambulla International Stadium,12.0,0,75,3,0,3/45,25.00,24.00,6.25
Riverside Ground,8.0,0,38,1,0,1/38,38.00,48.00,4.75
Seddon Park,5.0,0,28,0,0,0/28,,,5.60
Sophia Gardens,8.0,1,18,2,0,2/18,9.00,24.00,2.25
St George's Park,32.2,1,157,3,0,2/21,52.33,64.67,4.86
SuperSport Park,31.0,2,186,4,1,4/44,46.50,46.50,6.00
The Rose Bowl,18.3,1,114,2,0,1/40,57.00,55.50,6.16
Wanderers Stadium,20.1,0,140,5,0,2/26,28.00,24.20,6.94
Westpac Stadium,5.0,0,12,2,0,2/12,6.00,15.00,2.40
Willowmoore Park,4.0,0,22,0,0,0/22,,,5.50
Overall (26),346.1,15,1936,65,3,4/22,29.78,31.95,5.59
