0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,1,0,0,107,107,107.00,81.68,0,0
Bellerive Oval,1,1,0,0,0,0,29,29,29.00,47.54,3,0
Bready Cricket Club,1,1,0,0,0,0,6,6,6.00,60.00,0,0
Brisbane Cricket Ground,1,1,0,0,0,0,37,37,37.00,57.81,1,0
Cambusdoon New Ground,2,2,0,0,0,0,48,59,29.50,69.41,0,0
Castle Avenue,16,16,0,0,4,0,94,513,32.06,69.14,10,0
Civil Service Cricket Club,25,25,0,1,2,2,108,483,19.32,61.29,4,0
County Ground (Bristol),1,1,0,0,0,0,13,13,13.00,28.89,1,0
Dubai International Cricket Stadium,3,3,0,0,0,1,8,15,5.00,41.67,0,0
Eden Gardens,2,2,0,0,1,0,68,74,37.00,73.27,2,0
Grange Cricket Club,1,1,0,0,0,0,21,21,21.00,61.76,0,0
Greater Noida Sports Complex Ground,5,5,0,1,0,0,119,205,41.00,94.04,4,0
Gymkhana Club Ground,4,4,0,0,1,0,84,146,36.50,71.57,3,0
Harare Sports Club,11,11,0,1,0,1,111,250,22.73,64.60,5,0
ICC Global Cricket Academy,7,6,0,2,1,1,139,349,58.17,87.47,2,0
Jaffrey Sports Club Ground,2,2,1,1,0,0,112*,133,133.00,74.72,0,0
Kensington Oval,2,2,0,0,1,0,85,86,43.00,58.50,0,0
Lord's,1,1,0,0,1,0,82,82,82.00,98.80,0,0
M Chinnaswamy Stadium,2,2,0,0,1,1,75,75,37.50,71.43,0,0
Mannofield Park,1,1,0,0,1,0,50,50,50.00,65.79,0,0
Manuka Oval,1,1,0,0,0,0,12,12,12.00,70.59,0,0
Mombasa Sports Ground,2,2,0,0,0,0,14,19,9.50,67.86,2,0
National Cricket Stadium (Grenada),1,1,0,0,0,0,17,17,17.00,33.33,1,0
Old Hararians Sports Club,1,1,0,0,1,0,92,92,92.00,89.32,0,0
Providence Stadium,3,3,0,0,0,0,31,56,18.67,45.53,3,0
Punjab Cricket Association IS Bindra Stadium,1,1,0,0,0,0,11,11,11.00,32.35,1,0
Queen's Park Oval,1,1,0,0,0,1,0,0,0.00,,0,0
Rajiv Gandhi International Cricket Stadium,5,4,0,0,0,0,21,42,10.50,53.16,2,0
Ruaraka Sports Club Ground,1,1,1,1,0,0,104*,104,,80.62,0,0
Sabina Park,4,4,0,0,0,1,25,48,12.00,46.15,1,0
Saxton Oval,1,1,0,0,0,0,23,23,23.00,53.49,0,0
Seddon Park,1,1,0,0,1,0,67,67,67.00,72.04,1,0
Sharjah Cricket Stadium,3,3,0,0,0,0,47,86,28.67,58.90,1,0
Shere Bangla National Stadium,4,4,0,0,0,0,25,64,16.00,58.18,6,0
SuperSport Park,1,1,1,1,0,0,104*,104,,78.20,0,0
The Village,11,10,0,1,1,0,112,315,31.50,74.12,3,0
VRA Ground,2,2,0,0,1,0,79,109,54.50,67.28,4,0
Willowmoore Park,4,4,0,1,0,1,101,135,33.75,95.07,3,0
Overall (38),136,133,3,11,17,9,139,4037,31.05,69.39,63,0
