0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,24/08/2008,West Indies,Maple Leaf North - West Ground,b B P Nash,10,22,45.45,,10,10.00,45.45
2,06/04/2009,Ireland,Willowmoore Park,run out,3,8,37.50,,13,6.50,43.33
3,06/09/2010,Ireland,"Cricket, Skating & Curling Club",did not bat,-,-,-,,13,6.50,43.33
4,07/09/2010,Ireland,"Cricket, Skating & Curling Club",run out,24,18,133.33,,37,12.33,77.08
5,20/02/2011,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,c W U Tharanga b M Muralitharan,6,7,85.71,,43,10.75,78.18
6,28/02/2011,Zimbabwe,Vidarbha Cricket Association Stadium,b A G Cremer,1,6,16.67,,44,8.80,72.13
7,03/03/2011,Pakistan,R Premadasa Stadium,run out,1,7,14.29,,45,7.50,66.18
8,07/03/2011,Kenya,Arun Jaitley Stadium,did not bat,-,-,-,,45,7.50,66.18
9,13/03/2011,New Zealand,Wankhede Stadium,c N L McCullum b J D P Oram,9,9,100.00,,54,7.71,70.13
10,16/03/2011,Australia,M Chinnaswamy Stadium,b B Lee,5,12,41.67,,59,7.38,66.29
No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,,
