0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,25.0,1,88,4,0,2/24,22.00,37.50,3.52
England,37.0,2,119,12,2,7/20,9.92,18.50,3.22
India,62.0,0,365,5,0,1/31,73.00,74.40,5.89
Kenya,16.0,2,64,3,0,2/42,21.33,32.00,4.00
Namibia,1.0,1,0,2,0,2/0,0.00,3.00,0.00
Netherlands,5.0,0,13,3,0,3/13,4.33,10.00,2.60
New Zealand,82.0,1,373,8,0,2/52,46.63,61.50,4.55
Pakistan,53.0,7,186,9,0,3/17,20.67,35.33,3.51
South Africa,142.3,4,682,22,1,5/19,31.00,38.86,4.79
Sri Lanka,45.0,5,181,2,0,1/33,90.50,135.00,4.02
West Indies,59.2,3,337,7,0,2/27,48.14,50.86,5.68
Zimbabwe,15.0,2,55,1,0,1/31,55.00,90.00,3.67
Overall (12),542.5,28,2463,78,3,7/20,31.58,41.76,4.54
